,IST,Pressure,Extrenal_temp,Internal_temp,Humidity,Volatge,GMT,Latitude,n/s,Longitude,e/w,No. of Satellites,Altitude
1509,16:48:17,525.0,-13.3,18.4,24.3,8.2,11:18:15,28.835169,n,77.347168,e,10,5402.3
1510,16:48:17,524.8,-13.35,18.4,24.2,8.2,11:18:16,28.835169,n,77.347504,e,10,5402.3
1511,16:48:18,524.4,-13.41,18.4,24.2,8.2,_,_,_,_,_,10,5402.3
1512,16:48:19,524.2,-13.5,18.4,24.3,8.2,_,_,_,_,_,10,5402.3
1513,16:48:20,523.9,-13.5,18.4,24.2,8.2,_,_,_,_,_,10,5402.3
1514,16:48:21,523.6,-13.5,18.4,24.2,8.2,11:18:19,28.835499,n,77.348503,e,10,5421.3
1515,16:48:22,523.0,-13.5,18.4,24.2,8.2,_,_,_,_,_,10,5421.3
1516,16:48:23,522.7,-13.56,18.4,24.3,8.2,_,_,_,_,_,10,5421.3
1517,16:48:24,522.4,-13.63,18.4,24.2,8.2,_,_,_,_,_,10,5421.3
1518,16:48:25,522.0,-13.61,18.3,24.2,8.2,11:18:23,28.835833,n,77.349663,e,10,5444.7
1519,16:48:25,521.6,-13.76,18.3,24.2,8.2,11:18:24,28.835999,n,77.350166,e,10,5444.7
1520,16:48:26,521.3,-13.74,18.3,24.2,8.2,_,_,_,_,_,10,5444.7
1521,16:48:27,521.5,-13.76,18.4,24.1,8.2,_,_,_,_,_,10,5444.7
1522,16:48:30,520.4,-13.74,18.3,24.1,8.2,_,_,_,_,_,10,5469.3
1523,16:48:31,520.1,-13.95,18.3,24.2,8.2,_,_,_,_,_,10,5469.3
1524,16:48:32,519.3,-13.87,18.3,24.1,8.2,_,_,_,_,_,10,5469.3
1525,16:48:33,519.1,-13.93,18.3,24.2,8.2,11:18:31,28.836832,n,77.352829,e,10,5488.0
1526,16:48:33,519.3,-14.02,18.3,24.1,8.2,11:18:32,28.837,n,77.35334,e,10,5488.0
1527,16:48:34,518.8,-14.06,18.3,24.2,8.2,_,_,_,_,_,10,5488.0
1528,16:48:35,518.6,-14.06,18.3,24.2,8.2,_,_,_,_,_,10,5488.0
1529,16:48:36,518.3,-14.06,18.3,24.2,8.2,_,_,_,_,_,10,5488.0
1530,16:48:37,518.1,-14.06,18.3,24.1,8.2,11:18:35,28.837166,n,77.354332,e,10,5503.3
1531,16:48:37,517.9,-14.13,18.3,24.1,8.2,11:18:36,28.837334,n,77.35466,e,10,5503.3
1532,16:48:38,517.7,-14.06,18.3,24.0,8.2,_,_,_,_,_,10,5503.3
1533,16:48:39,517.3,-14.06,18.3,24.2,8.2,_,_,_,_,_,10,5503.3
1534,16:48:40,517.6,-14.08,18.3,24.1,8.2,_,_,_,_,_,10,5503.3
1535,16:48:41,517.0,-14.0,18.3,24.0,8.2,11:18:39,28.837833,n,77.355835,e,10,5519.4
1536,16:48:41,516.8,-14.06,18.3,24.0,8.2,11:18:40,28.838001,n,77.356331,e,10,5519.4
1537,16:48:42,517.1,-14.06,18.3,24.1,8.2,_,_,_,_,_,10,5519.4
1538,16:48:45,516.3,-14.06,18.3,23.9,8.2,_,_,_,_,_,10,5519.4
1539,16:48:45,515.5,-14.13,18.3,23.8,8.2,11:18:44,28.838335,n,77.357666,e,10,5536.8
1540,16:48:46,515.4,-14.13,18.3,23.7,8.2,_,_,_,_,_,10,5.0
1541,16:48:47,515.4,-14.06,18.3,23.6,8.2,_,_,_,_,_,10,5536.8
1542,16:48:48,514.7,-14.19,18.3,23.8,8.2,_,_,_,_,_,10,5536.8
1543,16:48:49,514.6,-14.19,18.3,23.7,8.2,11:18:47,28.838501,n,77.358833,e,10,5557.9
1544,16:48:49,514.5,-14.26,18.3,23.7,8.2,11:18:48,28.838667,n,77.359161,e,10,5557.9
1545,16:48:50,513.8,-14.26,18.3,23.5,8.2,_,_,_,_,_,10,5557.9
1546,16:48:51,513.5,-14.19,18.3,23.5,8.2,_,_,_,_,_,10,5557.9
1547,16:48:52,513.3,-14.32,18.3,23.3,8.2,_,_,_,_,_,10,5557.9
1548,16:48:53,513.5,-14.32,18.3,23.4,8.2,11:18:51,28.839001,n,77.360336,e,10,5577.4
1549,16:48:53,512.9,-14.39,18.3,23.4,8.2,11:18:52,28.839169,n,77.360672,e,10,5577.4
1550,16:48:54,512.6,-14.39,18.3,23.1,8.2,_,_,_,_,_,10,5577.4
1551,16:48:55,512.5,-14.32,18.3,23.2,8.2,_,_,_,_,_,10,5577.4
1552,16:48:56,512.9,-14.32,18.3,23.0,8.2,_,_,_,_,_,10,5577.4
1553,16:48:57,512.0,-14.39,18.3,23.0,8.2,11:18:55,28.839664,n,77.361832,e,10,5594.2
1554,16:48:57,511.7,-14.45,18.3,22.9,8.2,11:18:56,28.839832,n,77.362167,e,10,5594.2
1555,16:48:58,512.1,-14.52,18.3,22.9,8.2,_,_,_,_,_,10,5594.2
1556,16:48:59,511.4,-14.52,18.3,22.8,8.2,_,_,_,_,_,10,5594.2
1557,16:49:00,511.2,-14.52,18.3,22.8,8.2,_,_,_,_,_,10,5594.2
1558,16:49:01,510.8,-14.58,18.3,22.6,8.2,11:18:59,28.840166,n,77.363327,e,10,5612.8
1559,16:49:01,510.5,-14.65,18.3,22.5,8.2,11:19:00,28.840166,n,77.363838,e,10,5612.8
1560,16:49:02,510.1,-14.65,18.3,22.6,8.2,_,_,_,_,_,10,5612.8
1561,16:49:03,509.7,-14.71,18.3,22.5,8.2,_,_,_,_,_,10,5612.8
1562,16:49:04,509.6,-14.71,18.3,22.3,8.2,_,_,_,_,_,10,5612.8
1563,16:49:05,509.1,-14.78,18.3,22.2,8.2,11:19:03,28.840498,n,77.364662,e,10,5637.0
1564,16:49:05,508.8,-14.84,18.3,22.3,8.2,11:19:04,28.840666,n,77.364998,e,10,5637.0
1565,16:49:06,508.7,-14.84,18.3,22.2,8.2,_,_,_,_,_,10,5637.0
1566,16:49:07,508.4,-14.91,18.3,22.0,8.2,_,_,_,_,_,10,5637.0
1567,16:49:08,508.1,-14.91,18.2,22.1,8.2,_,_,_,_,_,10,5637.0
1568,16:49:09,508.1,-14.91,18.2,22.0,8.2,1,28.841166,n,77.365997,e,10,5654.6
1569,16:49:09,507.9,-15.04,18.3,22.0,8.2,11:19:08,28.841166,n,77.366333,e,10,5654.6
1570,16:49:10,507.5,-15.04,18.3,21.9,8.2,_,_,_,_,_,10,5654.6
1571,16:49:11,507.3,-15.04,18.3,21.8,8.2,_,_,_,_,_,10,5654.6
1572,16:49:12,507.0,-15.04,18.2,21.8,8.2,_,_,_,_,_,10,5654.6
1573,16:49:13,507.0,-15.04,18.2,21.7,8.2,11:19:11,28.841667,n,77.3675,e,10,5669.9
1574,16:49:13,507.0,-15.1,18.2,21.6,8.2,11:19:12,28.841833,n,77.367828,e,10,5669.9
1575,16:49:14,507.1,-15.16,18.2,21.4,8.2,_,_,_,_,_,10,5669.9
1576,16:49:15,506.6,-15.23,18.2,21.4,8.2,_,_,_,_,_,10,5669.9
1577,16:49:16,506.2,-15.23,18.2,21.4,8.2,_,_,_,_,_,10,5669.9
1578,16:49:17,505.8,-15.29,18.2,21.3,8.2,11:19:15,28.842167,n,77.369003,e,10,5687.4
1579,16:49:17,505.3,-15.29,18.2,21.3,8.2,11:19:16,28.842167,n,77.369164,e,10,5687.4
1580,16:49:18,505.2,-15.29,18.2,21.1,8.2,_,_,_,_,_,10,5687.4
1581,16:49:19,505.0,-15.27,18.2,21.1,8.2,_,_,_,_,_,10,5687.4
1582,16:49:20,504.6,-15.36,18.2,21.1,8.2,_,_,_,_,_,10,5687.4
1583,16:49:21,504.4,-15.42,18.2,21.0,8.2,11:19:19,28.842501,n,77.370338,e,10,5709.0
1584,16:49:21,504.6,-15.42,18.2,20.9,8.2,11:19:20,28.842501,n,77.366669,e,10,570.0
1585,16:49:22,503.9,-15.47,18.2,20.8,8.2,_,_,_,_,_,10,5709.0
1586,16:49:23,503.4,-15.49,18.2,20.7,8.2,_,_,_,_,_,10,5709.0
1587,16:49:24,503.4,-15.49,18.2,20.7,8.2,_,_,_,_,_,10,5709.0
1588,16:49:25,502.8,-15.53,18.2,20.7,8.2,11:19:23,28.842834,n,77.371666,e,8,5730.7
1589,16:49:25,503.0,-15.6,18.2,20.5,8.2,11:19:24,28.842834,n,77.371994,e,8,5730.7
1590,16:49:26,502.2,-15.62,18.2,20.6,8.2,_,_,_,_,_,8,5730.7
1591,16:49:27,502.2,-15.68,18.2,20.5,8.2,_,_,_,_,_,8,5730.7
1592,16:49:28,501.6,-15.66,18.2,20.6,8.2,_,_,_,_,_,8,5730.7
1593,16:49:29,501.7,-15.68,18.2,20.5,8.2,11:19:27,28.843168,n,77.373001,e,8,5753.3
1594,16:49:29,501.1,-15.79,18.2,20.3,8.2,11:19:28,28.843168,n,77.373505,e,8,5753.3
1595,16:49:30,501.4,-15.81,18.2,20.3,8.2,_,_,_,_,_,8,5753.3
1596,16:49:31,500.7,-15.86,18.2,20.3,8.2,_,_,_,_,_,8,5753.3
1597,16:49:32,500.8,-15.86,18.2,20.2,8.2,_,_,_,_,_,8,5753.3
1598,16:49:33,500.2,-15.81,18.2,20.2,8.2,11:19:31,28.843502,n,77.374664,e,9,5771.0
1599,16:49:33,500.6,-15.86,18.2,20.1,8.2,11:19:32,28.843668,n,77.375,e,9,5771.0
1600,16:49:34,499.8,-15.86,18.2,20.1,8.2,_,_,_,_,_,9,5771.0
1601,16:49:35,500.0,-15.94,18.2,19.9,8.2,_,_,_,_,_,9,5771.0
1602,16:49:36,499.5,-15.86,18.2,19.9,8.2,_,_,_,_,_,9,5771.0
1603,16:49:37,499.7,-15.86,18.2,20.0,8.2,11:19:35,28.843998,n,77.376167,e,10,5784.8
1604,16:49:37,499.1,-15.86,18.2,19.9,8.2,11:19:36,28.844166,n,77.376495,e,10,5784.8
1605,16:49:38,499.5,-15.92,18.2,19.9,8.2,_,_,_,_,_,10,5784.8
1606,16:49:39,499.0,-16.01,18.2,19.8,8.2,_,_,_,_,_,10,5784.8
1607,16:49:40,498.7,-15.92,18.2,19.7,8.2,_,_,_,_,_,10,5784.8
1608,16:49:41,498.6,-15.92,18.2,19.7,8.2,11:19:39,28.8445,n,77.37767,e,10,5798.6
1609,16:49:41,498.6,-15.99,18.1,19.7,8.2,11:19:40,28.8445,n,77.378006,e,10,5798.6
1610,16:49:42,498.6,-16.01,18.2,19.9,8.2,_,_,_,_,_,10,5798.6
1611,16:49:43,498.3,-16.05,18.2,19.8,8.2,_,_,_,_,_,10,5798.6
1612,16:49:44,497.6,-16.05,18.1,19.6,8.2,_,_,_,_,_,10,5798.6
1613,16:49:45,497.4,-16.05,18.1,19.8,8.2,11:19:43,28.844831,n,77.379005,e,10,5813.6
1614,16:49:45,497.3,-16.05,18.2,19.5,8.2,11:19:44,28.844999,n,77.379501,e,10,5813.6
1615,16:49:46,497.1,-16.05,18.2,19.5,8.2,11:19:44,28.844999,n,77.379501,e,10,5817.4
1616,16:49:47,497.4,-16.11,18.1,19.4,8.2,_,_,_,_,_,10,5817.4
1617,16:49:48,497.2,-16.11,18.1,19.5,8.2,_,_,_,_,_,10,5817.4
1618,16:49:49,497.0,-16.11,18.1,19.3,8.2,11:19:47,28.845333,n,77.380661,e,10,5828.0
1619,16:49:49,496.9,-16.18,18.1,19.3,8.2,11:19:48,28.845499,n,77.380997,e,10,5828.0
1620,16:49:50,496.6,-16.31,18.1,19.3,8.2,_,_,_,_,_,10,5828.0
1621,16:49:51,495.9,-16.31,18.1,19.3,8.2,_,_,_,_,_,10,5828.0
1622,16:49:52,495.8,-16.24,18.1,19.1,8.2,_,_,_,_,_,10,5828.0
1623,16:49:53,496.1,-16.31,18.1,19.1,8.2,11:19:51,28.845833,n,77.382172,e,10,5841.9
1624,16:49:53,495.4,-16.31,18.1,19.2,8.2,11:19:52,28.846001,n,77.3825,e,10,5841.9
1625,16:49:54,495.6,-16.24,18.1,18.9,8.2,_,_,_,_,_,10,5841.9
1626,16:49:55,495.3,-16.24,18.1,18.9,8.2,_,_,_,_,_,10,5841.9
1627,16:49:56,494.9,-16.31,18.1,18.9,8.2,_,_,_,_,_,10,5841.9
1628,16:49:57,495.2,-16.31,18.1,18.7,8.2,11:19:55,28.846334,n,77.383667,e,10,5854.8
1629,16:49:57,494.5,-16.24,18.1,18.8,8.2,11:19:56,28.8465,n,77.384003,e,10,5854.8
1630,16:49:58,494.2,-16.18,18.1,18.7,8.2,_,_,_,_,_,10,5854.8
1631,16:49:59,494.0,-16.24,18.1,18.5,8.2,_,_,_,_,_,10,5854.8
1632,16:50:00,493.8,-16.18,18.1,18.5,8.2,_,_,_,_,_,10,5854.8
1633,16:50:02,493.8,-16.18,18.1,18.4,8.2,11:19:59,28.846834,n,77.385338,e,10,5873.2
1634,16:50:02,493.7,-16.18,18.1,18.3,8.2,11:20:00,28.847002,n,77.385666,e,10,5873.2
1635,16:50:02,493.4,-16.24,18.1,18.2,8.2,_,_,_,_,_,10,5873.2
1636,16:50:03,493.2,-16.31,18.1,18.1,8.2,_,_,_,_,_,10,5873.2
1637,16:50:04,492.5,-16.24,18.1,18.0,8.2,_,_,_,_,_,10,5873.2
1638,16:50:05,492.1,-16.24,18.1,18.1,8.2,11:20:03,28.847502,n,77.386833,e,10,5893.9
1639,16:50:05,492.0,-16.24,18.1,17.9,8.2,11:20:04,28.847668,n,77.387169,e,10,5893.9
1640,16:50:07,492.0,-16.24,18.1,18.0,8.2,_,_,_,_,_,10,5893.9
1641,16:50:07,492.0,-16.24,18.1,17.7,8.2,_,_,_,_,_,10,5893.9
1642,16:50:08,491.9,-16.18,18.1,17.9,8.2,_,_,_,_,_,10,5893.9
1643,16:50:09,491.6,-16.24,18.1,17.8,8.2,11:20:07,28.847998,n,77.388329,e,9,5908.6
1644,16:50:09,490.9,-16.18,18.1,17.8,8.2,11:20:08,28.848166,n,77.388664,e,9,5908.6
1645,16:50:10,490.6,-16.24,18.1,17.5,8.2,_,_,_,_,_,9,5908.6
1646,16:50:12,490.5,-16.24,18.1,17.4,8.2,_,_,_,_,_,9,5908.6
1647,16:50:13,490.1,-16.18,18.1,17.4,8.2,11:20:11,28.848665,n,77.389999,e,9,5924.7
1648,16:50:13,490.5,-16.18,18.1,17.3,8.2,11:20:12,28.848665,n,77.390503,e,9,5924.7
1649,16:50:14,490.1,-16.18,18.1,17.3,8.2,_,_,_,_,_,9,5924.7
1650,16:50:16,489.9,-16.24,18.1,17.2,8.2,_,_,_,_,_,9,5924.7
1651,16:50:17,489.4,-16.18,18.1,17.1,8.2,11:20:15,28.849165,n,77.39167,e,9,5941.6
1652,16:50:17,488.7,-16.24,18.1,16.9,8.2,11:20:16,28.849333,n,77.391998,e,9,5941.6
1653,16:50:18,488.6,-17.22,18.1,17.0,0.0,01:00,_,_,_,_,_,_
1654,16:50:19,488.6,-16.22,18.1,16.9,8.2,_,_,_,_,_,9,5941.6
1655,16:50:20,488.2,-16.18,18.1,16.8,8.2,_,_,_,_,_,9,5941.6
1656,16:50:21,487.9,-16.31,18.1,16.7,8.2,11:20:19,28.849667,n,77.393333,e,9,5958.8
1657,16:50:21,487.6,-16.22,18.1,16.6,8.2,11:20:20,28.849833,n,77.393669,e,9,5958.8
1658,16:50:22,487.4,-16.31,18.1,16.6,8.2,_,_,_,_,_,9,5958.8
1659,16:50:23,487.1,-16.31,18.1,16.5,8.2,_,_,_,_,_,9,5958.8
1660,16:50:24,486.7,-16.29,18.1,16.5,8.2,_,_,_,_,_,9,5958.8
1661,16:50:25,486.4,-16.35,18.1,16.4,8.2,11:20:23,28.850166,n,77.394829,e,10,5982.2
1662,16:50:25,486.0,-16.44,18.1,16.2,8.2,11:20:24,28.850334,n,77.39534,e,10,5982.2
1663,16:50:26,485.8,-16.42,18.1,16.3,8.2,_,_,_,_,_,10,5982.2
1664,16:50:27,485.5,-16.29,18.1,16.2,8.2,_,_,_,_,_,10,5982.2
1665,16:50:28,485.5,-16.31,18.0,16.1,8.2,_,_,_,_,_,10,5982.2
1666,16:50:29,485.4,-16.35,18.0,16.1,8.2,11:20:27,28.8505,n,77.39666,e,8,6004.4
1667,16:50:29,484.6,-16.42,18.1,16.1,8.2,11:20:28,28.850668,n,77.397171,e,8,6004.4
1668,16:50:30,484.4,-16.42,18.0,16.0,8.2,_,_,_,_,_,8,6004.4
1669,16:50:31,484.2,-16.42,18.1,15.9,8.2,_,_,_,_,_,8,6004.4
1670,16:50:32,483.9,-16.42,18.0,15.9,8.2,_,_,_,_,_,8,6004.4
1671,16:50:33,483.9,-16.42,18.0,15.9,8.2,11:20:31,28.851168,n,77.398506,e,10,6024.9
1672,16:50:33,483.4,-16.5,18.0,15.7,8.2,11:20:32,28.851336,n,77.398834,e,10,6024.9
1673,16:50:34,483.2,-16.48,18.0,15.6,8.2,_,_,_,_,_,10,6024.9
1674,16:50:35,483.5,-16.55,18.1,15.5,8.2,_,_,_,_,_,10,6024.9
1675,16:50:36,482.8,-16.55,18.0,15.6,8.2,_,_,_,_,_,10,6024.9
1676,16:50:37,482.6,-16.55,18.0,15.5,8.2,11:20:35,28.851835,n,77.400002,e,10,6042.6
1677,16:50:38,482.3,-16.55,18.0,15.4,8.2,_,_,_,_,_,10,6042.6
1678,16:50:39,481.9,-16.57,18.0,15.3,8.2,_,_,_,_,_,10,6042.6
1679,16:50:40,481.7,-16.55,18.0,15.2,8.2,_,_,_,_,_,10,6042.6
1680,16:50:41,481.8,-16.63,18.0,15.2,8.2,11:20:39,28.852331,n,77.401665,e,10,6060.9
1681,16:50:42,480.9,-16.7,18.0,15.1,8.2,_,_,_,_,_,10,6060.9
1682,16:50:43,480.7,-16.67,18.0,15.0,8.2,_,_,_,_,_,10,6060.9
1683,16:50:44,481.1,-16.67,18.0,15.0,8.2,_,_,_,_,_,10,6060.9
1684,16:50:45,480.7,-16.74,18.0,14.9,8.2,11:20:43,28.852665,n,77.403496,e,10,6080.1
1685,16:50:45,479.9,-16.74,18.0,14.9,8.2,11:20:44,28.852833,n,77.404007,e,10,6080.1
1686,16:50:46,479.8,-16.74,18.0,14.9,8.2,_,_,_,_,_,10,6080.1
1687,16:50:47,480.2,-16.74,18.0,14.8,8.2,_,_,_,_,_,10,6080.1
1688,16:50:48,479.8,-16.74,18.0,14.8,8.2,_,_,_,_,_,10,6080.1
1689,16:50:49,479.2,-16.74,18.0,14.8,8.2,11:20:47,28.852999,n,77.405167,e,10,6095.7
1690,16:50:49,479.3,-16.8,18.0,14.8,8.2,11:20:48,28.853167,n,77.405663,e,10,6095.7
1691,16:50:50,479.2,-16.74,18.0,14.7,8.2,_,_,_,_,_,10,6095.7
1692,16:50:51,478.7,-16.8,18.0,14.8,8.2,79:03:00,_,_,_,_,10,_
1693,16:50:52,478.7,-16.8,18.0,14.7,8.2,_,_,_,_,_,10,6095.7
1694,16:50:53,478.7,-16.74,18.0,14.8,8.2,11:20:51,28.853498,n,77.406837,e,10,6109.3
1695,16:50:53,478.1,-16.74,18.0,14.7,8.2,11:20:52,28.853498,n,77.407333,e,10,6109.3
1696,16:50:54,478.0,-16.74,18.0,14.7,8.2,_,_,_,_,_,10,6109.3
1697,16:50:55,477.8,-16.74,18.0,14.7,8.2,_,_,_,_,_,10,6109.3
1698,16:50:56,477.6,-16.67,18.0,14.7,8.2,_,_,_,_,_,10,6109.3
1699,16:50:57,478.0,-16.67,18.0,14.7,8.2,11:20:55,28.854,n,77.408669,e,9,6124.0
1700,16:50:57,477.2,-16.67,18.0,16.6,8.2,11:20:56,28.854166,n,77.409004,e,9,6124.0
1701,16:50:59,477.0,-16.74,18.0,14.6,8.2,_,_,_,_,_,9,6124.0
1702,16:51:00,476.8,-16.74,18.0,14.6,8.2,_,_,_,_,_,9,6124.0
1703,16:51:01,476.5,-16.67,18.0,14.6,8.2,11:20:59,28.8545,n,77.410332,e,9,6138.4
1704,16:51:01,476.4,-16.74,18.0,14.6,8.2,11:21:00,28.854668,n,77.410835,e,9,6138.4
1705,16:51:05,476.0,-16.8,18.0,14.6,8.2,11:21:03,28.855001,n,77.412003,e,10,6153.2
1706,16:51:05,475.5,-16.87,18.0,14.5,8.2,11:21:04,28.855167,n,77.412498,e,10,6153.2
1707,16:51:06,475.2,-16.87,18.0,14.5,8.2,_,_,_,_,_,10,6153.2
1708,16:51:07,475.2,-16.87,18.0,14.6,8.2,_,_,_,_,_,10,6153.2
1709,16:51:08,475.4,-16.85,17.9,14.5,8.2,_,_,_,_,_,10,6153.2
1710,16:51:09,475.0,-16.93,17.9,14.5,8.2,11:21:07,28.855501,n,77.413834,e,10,6167.8
1711,16:51:09,474.9,-17.0,18.0,14.4,8.2,11:21:08,28.855669,n,77.414169,e,10,6167.8
1712,16:51:10,474.3,-17.06,18.0,14.4,8.2,_,_,_,_,_,10,6167.8
1713,16:51:11,474.0,-17.06,18.0,14.4,8.2,_,_,_,_,_,10,6167.8
1714,16:51:13,473.7,-17.13,17.9,14.5,8.2,11:21:11,28.856001,n,77.415504,e,10,6182.4
1715,16:51:13,473.5,-17.13,17.9,14.4,8.2,11:21:12,28.856169,n,77.41584,e,10,6182.4
1716,16:51:15,473.7,-17.0,17.9,14.4,8.2,_,_,_,_,_,10,6186.3
1717,16:51:16,473.5,-17.13,17.9,14.3,8.2,_,_,_,_,_,10,6186.3
1718,16:51:17,473.4,-17.19,17.9,14.4,8.2,11:21:15,28.856665,n,77.417336,e,10,6197.4
1719,16:51:17,472.9,-17.19,17.9,14.3,8.2,11:21:16,28.856833,n,77.417671,e,10,6197.4
1720,16:51:18,472.6,-17.25,17.9,14.4,8.2,_,_,_,_,_,10,6197.4
1721,16:51:21,472.4,-17.25,17.9,14.4,8.2,11:21:19,28.857166,n,77.418999,e,10,6209.0
1722,16:51:21,471.9,-17.25,17.9,14.4,8.2,11:21:20,28.857332,n,77.419502,e,10,6209.0
1723,16:51:22,471.7,-17.19,17.9,14.3,8.2,_,_,_,_,_,10,6209.0
1724,16:51:36,469.2,-17.32,17.9,14.1,8.2,11:21:28,28.858334,n,77.416664,e,10,6250.7
1725,16:51:46,465.0,-17.23,17.9,13.5,8.2,_,_,_,_,_,10,6324.8
1726,16:51:47,464.5,-17.3,17.9,13.4,8.2,_,_,_,_,_,10,6324.8
1727,16:51:48,464.2,-17.23,17.9,13.4,8.2,_,_,_,_,_,10,6324.8
1728,16:51:49,464.0,-17.25,17.9,13.3,8.2,11:21:47,28.860334,n,77.432335,e,9,6337.7
1729,16:51:53,463.2,-17.3,17.8,13.1,8.2,11:21:51,28.860664,n,77.434166,e,9,6354.3
1730,16:52:00,460.5,-17.49,17.8,12.7,8.2,_,_,_,_,_,10,6377.0
1731,16:52:01,460.1,-17.49,17.8,12.6,8.2,11:21:59,28.861666,n,77.438499,e,10,6401.6
1732,16:52:01,460.0,-17.49,17.8,12.6,8.2,11:22:00,28.861834,n,77.438995,e,10,6401.6
1733,16:52:02,460.1,-17.49,17.8,12.6,8.2,_,_,_,_,_,10,6401.6
1734,16:52:07,459.5,-17.56,17.8,12.6,8.2,_,_,_,_,_,_,6401.6
1735,16:52:09,457.8,-17.62,17.8,12.1,8.2,11:22:08,28.863001,n,77.443336,e,10,6437.0
1736,16:52:11,457.2,-17.69,17.8,12.0,8.2,_,_,_,_,_,10,6437.0
1737,16:52:12,457.5,-17.69,17.8,12.1,8.2,_,_,_,_,_,10,6437.0
1738,16:52:14,456.2,-17.69,17.8,12.0,8.2,56:78:90,_,_,_,_,9,6457.9
1739,16:52:16,456.0,-17.69,17.8,11.9,8.2,_,_,_,_,_,9,6457.9
1740,16:52:18,475.4,-17.62,17.8,11.8,8.2,11:22:16,28.864502,n,77.447334,e,10,6476.9
1741,16:52:21,454.8,-17.6,17.8,11.7,8.2,11:22:19,28.864998,n,77.448997,e,10,6491.6
1742,16:52:29,452.8,-17.88,17.8,11.4,8.2,_,_,_,_,_,10,6510.3
1743,16:52:29,452.5,-17.86,17.8,11.4,8.2,11:22:28,28.866499,n,77.453499,e,10,6535.3
1744,16:52:31,451.6,-17.86,17.8,11.4,0.0,11:22:28,28.866499,n,77.453499,e,10,6540.8
1745,16:52:31,451.5,-17.88,17.7,11.3,8.2,_,_,_,_,_,10,6540.8
1746,16:52:33,450.9,-17.94,17.8,11.2,8.2,11:22:31,28.883833,n,_,e,10,6556.5
1747,16:52:33,451.2,-17.92,17.8,11.2,8.2,11:22:32,28.867334,n,77.455666,e,10,6556.5
1748,16:52:38,449.9,-18.01,17.7,11.1,8.2,_,_,_,_,_,10,6561.5
1749,16:52:41,448.6,-17.99,17.7,11.1,8.2,11:22,28.86867,n,77.459496,e,9,6.0
1750,16:52:44,447.4,-18.14,17.7,10.9,8.2,_,_,_,_,_,9,6598.1
1751,16:52:48,445.6,-18.11,17.7,10.7,8.2,_,_,_,_,_,10,6628.5
1752,16:52:49,445.3,-18.24,17.7,10.8,8.2,11:22:47,28.869999,n,77.463837,e,10,6650.5
1753,16:52:49,444.9,-18.33,17.7,10.8,8.2,11:22:48,28.870167,n,77.464333,e,10,6650.5
1754,16:52:50,444.7,-18.31,17.7,10.7,8.2,_,_,_,_,_,10,6650.5
1755,16:52:51,444.4,-18.37,17.7,10.8,8.2,_,_,_,_,_,10,6650.5
1756,16:52:52,444.0,-18.37,17.7,10.5,8.2,_,_,_,_,_,10,6650.5
1757,16:52:53,443.7,-18.37,17.7,10.5,8.2,11:22:52,28.870667,n,77.466331,e,10,6678.8
1758,16:52:54,442.9,-18.37,17.7,10.5,8.2,_,_,_,_,_,10,6678.8
1759,16:52:55,442.7,-18.5,17.7,10.6,8.2,_,_,_,_,_,10,6678.8
1760,16:52:56,442.8,-18.44,17.7,10.5,8.2,_,_,_,_,_,10,6678.8
1761,16:52:57,442.0,-18.44,17.7,10.5,8.2,11:22:55,28.871334,n,77.467827,e,10,6706.2
1762,16:52:57,441.6,-18.5,17.7,10.5,8.2,11:22:56,28.8715,n,77.468498,e,10,6706.2
1763,16:52:58,441.5,-18.63,17.7,10.4,8.2,_,_,_,_,_,10,6706.2
1764,16:52:59,441.6,-18.69,17.7,10.4,8.2,_,_,_,_,_,10,6706.2
1765,16:53:01,440.6,-18.76,17.7,10.3,8.2,11:22:59,28.871834,n,77.470169,e,10,6732.6
1766,16:53:01,440.2,-18.89,17.7,10.3,8.2,11:23:00,28.0,n,77.470673,e,10,6732.6
1767,16:53:02,440.5,-18.89,17.7,10.2,8.2,_,_,_,_,_,10,6732.6
1768,16:53:03,440.1,-18.82,17.7,10.1,8.2,_,_,_,_,_,10,6732.6
1769,16:53:05,439.6,-18.89,17.7,10.2,8.2,_,_,_,_,_,10,6732.6
1770,16:53:06,439.4,-18.95,17.7,10.1,8.2,_,_,_,_,_,10,6752.3
1771,16:53:07,438.8,-18.95,17.7,10.2,8.2,_,_,_,_,_,10,6752.3
1772,16:53:08,438.6,-18.89,17.6,10.1,8.2,_,_,_,_,_,10,6752.3
1773,16:53:09,438.5,-18.95,17.6,10.0,8.2,11:23:07,28.872835,n,77.474167,e,9,6767.1
1774,16:53:09,438.2,-18.95,17.6,10.0,8.2,11:23:08,28.872997,n,77.474663,e,9,6767.1
1775,16:53:10,438.0,-19.01,17.6,10.0,8.2,_,_,_,_,_,9,6767.1
1776,16:53:13,437.7,-19.01,17.7,10.0,8.2,_,_,_,_,_,9,6767.1
1777,16:53:16,436.9,-19.14,17.7,9.9,8.2,11:23:12,28.873665,n,77.478004,e,8,6787.9
1778,16:53:17,436.1,-19.33,17.6,9.9,8.2,11:23:15,28.874166,n,77.4785,e,10,6812.5
1779,16:53:17,435.6,-19.4,17.6,9.9,8.2,11:23:16,28.874166,n,77.479004,e,10,6812.5
1780,16:53:18,435.3,-19.4,17.6,9.9,8.2,_,_,_,_,_,10,6812.5
